-----------EB Tester Software-----------,,,,,
*Step,Mode,Capacity,Energy,,
*1-1,D-CC,0.118,0.309,,
*1-2,Wait,0,0,,
*1-3,C-CV,20.87,69.97,,
*1-4,Wait,0,0,,
*1-5,D-CC,20.8,66.82,,
Title:EB Tester Software,,,,,
------------www.zketech.com--------------,,,,,
Time(S),Cur(A),Vol(V),Step,disAh,chgAh
6610,6.6,3.345,3,0,10.281
6612,6.6,3.345,3,0,10.285
6614,6.6,3.345,3,0,10.289
6616,6.6,3.345,3,0,10.292
6618,6.6,3.345,3,0,10.296
6620,6.6,3.345,3,0,10.300
6622,6.6,3.345,3,0,10.303
6624,6.6,3.345,3,0,10.307
6626,6.6,3.345,3,0,10.311
6628,6.6,3.345,3,0,10.314
6630,6.6,3.345,3,0,10.318
6632,6.6,3.345,3,0,10.322
6634,6.6,3.345,3,0,10.325
6636,6.6,3.345,3,0,10.329
6638,6.6,3.345,3,0,10.333
6640,6.6,3.345,3,0,10.336
6642,6.6,3.345,3,0,10.340
6644,6.6,3.345,3,0,10.344
6646,6.6,3.345,3,0,10.347
6648,6.6,3.345,3,0,10.351
6650,6.6,3.345,3,0,10.355
6652,6.6,3.346,3,0,10.358
6654,6.6,3.346,3,0,10.362
6656,6.6,3.346,3,0,10.366
6658,6.6,3.346,3,0,10.369
6660,6.6,3.345,3,0,10.373
6662,6.6,3.345,3,0,10.377
6664,6.6,3.345,3,0,10.380
6666,6.6,3.346,3,0,10.384
6668,6.6,3.346,3,0,10.388
6670,6.6,3.346,3,0,10.391
6672,6.6,3.346,3,0,10.395
6674,6.6,3.346,3,0,10.399
6676,6.6,3.346,3,0,10.402
6678,6.6,3.346,3,0,10.406
6680,6.6,3.346,3,0,10.410
6682,6.6,3.346,3,0,10.413
6684,6.6,3.346,3,0,10.417
6686,6.6,3.346,3,0,10.421
6688,6.6,3.346,3,0,10.424
6690,6.6,3.346,3,0,10.428
6692,6.6,3.346,3,0,10.432
6694,6.6,3.346,3,0,10.435
6696,6.6,3.346,3,0,10.439
6698,6.6,3.346,3,0,10.443
6700,6.6,3.346,3,0,10.446
6702,6.6,3.346,3,0,10.450
6704,6.6,3.346,3,0,10.454
6706,6.6,3.346,3,0,10.457
6708,6.6,3.346,3,0,10.461
6710,6.6,3.346,3,0,10.465
6712,6.6,3.346,3,0,10.468
6714,6.6,3.346,3,0,10.472
6716,6.6,3.346,3,0,10.476
6718,6.6,3.346,3,0,10.479
6720,6.6,3.346,3,0,10.483
6722,6.6,3.346,3,0,10.487
6724,6.6,3.346,3,0,10.490
6726,6.6,3.347,3,0,10.494
6728,6.6,3.347,3,0,10.498
6730,6.6,3.346,3,0,10.501
6732,6.6,3.346,3,0,10.505
6734,6.6,3.347,3,0,10.509
6736,6.6,3.346,3,0,10.512
6738,6.6,3.347,3,0,10.516
6740,6.6,3.347,3,0,10.520
6742,6.6,3.347,3,0,10.523
6744,6.6,3.347,3,0,10.527
6746,6.6,3.347,3,0,10.531
6748,6.6,3.347,3,0,10.534
6750,6.6,3.347,3,0,10.538
6752,6.6,3.347,3,0,10.542
6754,6.6,3.347,3,0,10.545
6756,6.6,3.347,3,0,10.549
6758,6.6,3.347,3,0,10.553
6760,6.6,3.347,3,0,10.556
6762,6.6,3.347,3,0,10.560
6764,6.6,3.347,3,0,10.564
6766,6.6,3.347,3,0,10.567
6768,6.6,3.347,3,0,10.571
6770,6.6,3.347,3,0,10.575
6772,6.6,3.347,3,0,10.578
6774,6.6,3.347,3,0,10.582
6776,6.6,3.347,3,0,10.586
6778,6.6,3.347,3,0,10.589
6780,6.6,3.347,3,0,10.593
6782,6.6,3.347,3,0,10.597
6784,6.6,3.347,3,0,10.600
6786,6.6,3.347,3,0,10.604
6788,6.6,3.347,3,0,10.608
6790,6.6,3.347,3,0,10.611
6792,6.6,3.347,3,0,10.615
6794,6.6,3.347,3,0,10.619
6796,6.6,3.347,3,0,10.622
6798,6.6,3.347,3,0,10.626
6800,6.6,3.347,3,0,10.630
6802,6.6,3.347,3,0,10.633
6804,6.6,3.347,3,0,10.637
6806,6.6,3.347,3,0,10.641
6808,6.6,3.347,3,0,10.644
6810,6.6,3.347,3,0,10.648
6812,6.6,3.347,3,0,10.652
6814,6.6,3.347,3,0,10.655
6816,6.6,3.347,3,0,10.659
6818,6.6,3.347,3,0,10.663
6820,6.6,3.347,3,0,10.666
6822,6.6,3.347,3,0,10.670
6824,6.6,3.347,3,0,10.674
6826,6.6,3.347,3,0,10.677
6828,6.6,3.347,3,0,10.681
6830,6.6,3.347,3,0,10.685
6832,6.6,3.347,3,0,10.688
6834,6.6,3.347,3,0,10.692
6836,6.6,3.347,3,0,10.696
6838,6.6,3.347,3,0,10.699
6840,6.6,3.347,3,0,10.703
6842,6.6,3.347,3,0,10.707
6844,6.6,3.347,3,0,10.710
6846,6.6,3.347,3,0,10.714
6848,6.6,3.347,3,0,10.718
6850,6.6,3.347,3,0,10.721
6852,6.6,3.347,3,0,10.725
6854,6.6,3.347,3,0,10.729
6856,6.6,3.347,3,0,10.732
6858,6.6,3.347,3,0,10.736
6860,6.6,3.347,3,0,10.740
6862,6.6,3.347,3,0,10.743
6864,6.6,3.347,3,0,10.747
6866,6.6,3.347,3,0,10.751
6868,6.6,3.347,3,0,10.754
6870,6.6,3.347,3,0,10.758
6872,6.6,3.347,3,0,10.762
6874,6.6,3.347,3,0,10.765
6876,6.6,3.347,3,0,10.769
6878,6.6,3.347,3,0,10.773
6880,6.6,3.347,3,0,10.776
6882,6.6,3.347,3,0,10.780
6884,6.6,3.347,3,0,10.784
6886,6.6,3.347,3,0,10.787
6888,6.6,3.347,3,0,10.791
6890,6.6,3.347,3,0,10.795
6892,6.6,3.347,3,0,10.798
6894,6.6,3.347,3,0,10.802
6896,6.6,3.347,3,0,10.806
6898,6.6,3.347,3,0,10.809
6900,6.6,3.347,3,0,10.813
6902,6.6,3.347,3,0,10.817
6904,6.6,3.347,3,0,10.820
6906,6.6,3.347,3,0,10.824
6908,6.6,3.347,3,0,10.828
6910,6.6,3.347,3,0,10.831
6912,6.6,3.347,3,0,10.835
6914,6.6,3.347,3,0,10.839
6916,6.6,3.347,3,0,10.842
6918,6.6,3.347,3,0,10.846
6920,6.6,3.347,3,0,10.850
6922,6.6,3.347,3,0,10.853
6924,6.6,3.347,3,0,10.857
6926,6.6,3.347,3,0,10.861
6928,6.6,3.347,3,0,10.864
6930,6.6,3.347,3,0,10.868
6932,6.6,3.347,3,0,10.872
6934,6.6,3.347,3,0,10.875
6936,6.6,3.347,3,0,10.879
6938,6.6,3.347,3,0,10.883
6940,6.6,3.347,3,0,10.886
6942,6.6,3.347,3,0,10.890
6944,6.6,3.347,3,0,10.894
6946,6.6,3.347,3,0,10.897
6948,6.6,3.347,3,0,10.901
6950,6.6,3.347,3,0,10.905
6952,6.6,3.347,3,0,10.908
6954,6.6,3.347,3,0,10.912
6956,6.6,3.347,3,0,10.916
6958,6.6,3.347,3,0,10.919
6960,6.6,3.347,3,0,10.923
6962,6.6,3.347,3,0,10.927
6964,6.6,3.347,3,0,10.930
6966,6.6,3.347,3,0,10.934
6968,6.6,3.347,3,0,10.938
6970,6.6,3.347,3,0,10.941
6972,6.6,3.347,3,0,10.945
6974,6.6,3.347,3,0,10.949
6976,6.6,3.347,3,0,10.952
6978,6.6,3.347,3,0,10.956
6980,6.6,3.347,3,0,10.960
6982,6.6,3.347,3,0,10.963
6984,6.6,3.347,3,0,10.967
6986,6.6,3.347,3,0,10.971
6988,6.6,3.347,3,0,10.974
6990,6.6,3.347,3,0,10.978
6992,6.6,3.347,3,0,10.982
6994,6.6,3.347,3,0,10.985
6996,6.6,3.347,3,0,10.989
6998,6.6,3.347,3,0,10.993
7000,6.6,3.347,3,0,10.996
7002,6.6,3.347,3,0,11.000
7004,6.6,3.347,3,0,11.004
7006,6.6,3.347,3,0,11.007
7008,6.6,3.347,3,0,11.011
7010,6.6,3.347,3,0,11.015
7012,6.6,3.347,3,0,11.018
7014,6.6,3.347,3,0,11.022
7016,6.6,3.347,3,0,11.026
7018,6.6,3.347,3,0,11.029
7020,6.6,3.347,3,0,11.033
7022,6.6,3.347,3,0,11.037
7024,6.6,3.347,3,0,11.040
7026,6.6,3.347,3,0,11.044
7028,6.6,3.347,3,0,11.048
7030,6.6,3.347,3,0,11.051
7032,6.6,3.347,3,0,11.055
7034,6.6,3.347,3,0,11.059
7036,6.6,3.347,3,0,11.062
7038,6.6,3.347,3,0,11.066
7040,6.6,3.347,3,0,11.070
7042,6.6,3.347,3,0,11.073
7044,6.6,3.347,3,0,11.077
7046,6.6,3.347,3,0,11.081
7048,6.6,3.347,3,0,11.084
7050,6.6,3.347,3,0,11.088
7052,6.6,3.347,3,0,11.092
7054,6.6,3.347,3,0,11.095
7056,6.6,3.347,3,0,11.099
7058,6.6,3.347,3,0,11.103
7060,6.6,3.347,3,0,11.106
7062,6.6,3.347,3,0,11.110
7064,6.6,3.347,3,0,11.114
7066,6.6,3.347,3,0,11.117
7068,6.6,3.347,3,0,11.121
7070,6.6,3.347,3,0,11.125
7072,6.6,3.347,3,0,11.128
7074,6.6,3.347,3,0,11.132
7076,6.6,3.347,3,0,11.136
7078,6.6,3.347,3,0,11.139
7080,6.6,3.347,3,0,11.143
7082,6.6,3.347,3,0,11.147
7084,6.6,3.347,3,0,11.150
7086,6.6,3.347,3,0,11.154
7088,6.6,3.347,3,0,11.158
7090,6.6,3.347,3,0,11.161
7092,6.6,3.347,3,0,11.165
7094,6.6,3.347,3,0,11.169
7096,6.6,3.347,3,0,11.172
7098,6.6,3.347,3,0,11.176
7100,6.6,3.347,3,0,11.180
7102,6.6,3.347,3,0,11.183
7104,6.6,3.347,3,0,11.187
7106,6.6,3.347,3,0,11.191
7108,6.6,3.347,3,0,11.194
7110,6.6,3.347,3,0,11.198
7112,6.6,3.347,3,0,11.202
7114,6.6,3.347,3,0,11.205
7116,6.6,3.347,3,0,11.209
7118,6.6,3.347,3,0,11.213
7120,6.6,3.347,3,0,11.216
7122,6.6,3.347,3,0,11.220
7124,6.6,3.347,3,0,11.224
7126,6.6,3.347,3,0,11.227
7128,6.6,3.347,3,0,11.231
7130,6.6,3.347,3,0,11.235
7132,6.6,3.347,3,0,11.238
7134,6.6,3.347,3,0,11.242
7136,6.6,3.347,3,0,11.246
7138,6.6,3.347,3,0,11.249
7140,6.6,3.347,3,0,11.253
7142,6.6,3.347,3,0,11.257
7144,6.6,3.347,3,0,11.260
7146,6.6,3.347,3,0,11.264
7148,6.6,3.347,3,0,11.268
7150,6.6,3.347,3,0,11.271
7152,6.6,3.348,3,0,11.275
7154,6.6,3.347,3,0,11.279
7156,6.6,3.347,3,0,11.282
7158,6.6,3.347,3,0,11.286
7160,6.6,3.347,3,0,11.290
7162,6.6,3.347,3,0,11.293
7164,6.6,3.347,3,0,11.297
7166,6.6,3.347,3,0,11.301
7168,6.6,3.347,3,0,11.304
7170,6.6,3.347,3,0,11.308
7172,6.6,3.347,3,0,11.312
7174,6.6,3.347,3,0,11.315
7176,6.6,3.347,3,0,11.319
7178,6.6,3.347,3,0,11.323
7180,6.6,3.347,3,0,11.326
7182,6.6,3.347,3,0,11.330
7184,6.6,3.347,3,0,11.334
7186,6.6,3.347,3,0,11.337
7188,6.6,3.347,3,0,11.341
7190,6.6,3.347,3,0,11.345
7192,6.6,3.347,3,0,11.348
7194,6.6,3.347,3,0,11.352
7196,6.6,3.347,3,0,11.356
7198,6.6,3.347,3,0,11.359
7200,6.6,3.347,3,0,11.363
7202,6.6,3.347,3,0,11.367
7204,6.6,3.347,3,0,11.370
7206,6.6,3.347,3,0,11.374
7208,6.6,3.347,3,0,11.378
7210,6.6,3.347,3,0,11.381
7212,6.6,3.347,3,0,11.385
7214,6.6,3.347,3,0,11.389
7216,6.6,3.347,3,0,11.392
7218,6.6,3.347,3,0,11.396
7220,6.6,3.347,3,0,11.400
7222,6.6,3.347,3,0,11.403
7224,6.6,3.347,3,0,11.407
7226,6.6,3.347,3,0,11.411
7228,6.6,3.347,3,0,11.414
7230,6.6,3.348,3,0,11.418
7232,6.6,3.347,3,0,11.422
7234,6.6,3.348,3,0,11.425
7236,6.6,3.347,3,0,11.429
7238,6.6,3.347,3,0,11.433
7240,6.6,3.347,3,0,11.436
7242,6.6,3.348,3,0,11.440
7244,6.6,3.348,3,0,11.444
7246,6.6,3.347,3,0,11.447
7248,6.6,3.347,3,0,11.451
7250,6.6,3.347,3,0,11.455
7252,6.6,3.347,3,0,11.458
7254,6.6,3.347,3,0,11.462
7256,6.6,3.347,3,0,11.466
7258,6.6,3.347,3,0,11.469
7260,6.6,3.347,3,0,11.473
7262,6.6,3.347,3,0,11.477
7264,6.6,3.347,3,0,11.480
7266,6.6,3.348,3,0,11.484
7268,6.6,3.347,3,0,11.488
7270,6.6,3.348,3,0,11.491
7272,6.6,3.347,3,0,11.495
7274,6.6,3.348,3,0,11.499
7276,6.6,3.348,3,0,11.502
7278,6.6,3.348,3,0,11.506
7280,6.6,3.347,3,0,11.510
7282,6.6,3.347,3,0,11.513
7284,6.6,3.347,3,0,11.517
7286,6.6,3.347,3,0,11.521
7288,6.6,3.348,3,0,11.524
7290,6.6,3.347,3,0,11.528
7292,6.6,3.348,3,0,11.532
7294,6.6,3.348,3,0,11.535
7296,6.6,3.347,3,0,11.539
7298,6.6,3.348,3,0,11.543
7300,6.6,3.347,3,0,11.546
7302,6.6,3.347,3,0,11.550
7304,6.6,3.348,3,0,11.554
7306,6.6,3.348,3,0,11.557
7308,6.6,3.347,3,0,11.561
7310,6.6,3.348,3,0,11.565
7312,6.6,3.347,3,0,11.568
7314,6.6,3.348,3,0,11.572
7316,6.6,3.347,3,0,11.576
7318,6.6,3.348,3,0,11.579
7320,6.6,3.348,3,0,11.583
7322,6.6,3.348,3,0,11.587
7324,6.6,3.347,3,0,11.590
7326,6.6,3.347,3,0,11.594
7328,6.6,3.348,3,0,11.598
7330,6.6,3.348,3,0,11.601
7332,6.6,3.347,3,0,11.605
7334,6.6,3.347,3,0,11.609
7336,6.6,3.348,3,0,11.612
7338,6.6,3.348,3,0,11.616
7340,6.6,3.347,3,0,11.620
7342,6.6,3.348,3,0,11.623
7344,6.6,3.348,3,0,11.627
7346,6.6,3.348,3,0,11.631
7348,6.6,3.348,3,0,11.634
7350,6.6,3.348,3,0,11.638
7352,6.6,3.347,3,0,11.642
7354,6.6,3.348,3,0,11.645
7356,6.6,3.348,3,0,11.649
7358,6.6,3.348,3,0,11.653
7360,6.6,3.348,3,0,11.656
7362,6.6,3.348,3,0,11.660
7364,6.6,3.348,3,0,11.664
7366,6.6,3.348,3,0,11.667
7368,6.6,3.347,3,0,11.671
7370,6.6,3.348,3,0,11.675
7372,6.6,3.348,3,0,11.678
7374,6.6,3.348,3,0,11.682
7376,6.6,3.347,3,0,11.686
7378,6.6,3.347,3,0,11.689
7380,6.6,3.348,3,0,11.693
7382,6.6,3.347,3,0,11.697
7384,6.6,3.348,3,0,11.700
7386,6.6,3.348,3,0,11.704
7388,6.6,3.348,3,0,11.708
7390,6.6,3.348,3,0,11.711
7392,6.6,3.347,3,0,11.715
7394,6.6,3.348,3,0,11.719
7396,6.6,3.348,3,0,11.722
7398,6.6,3.348,3,0,11.726
7400,6.6,3.348,3,0,11.730
7402,6.6,3.348,3,0,11.733
7404,6.6,3.348,3,0,11.737
7406,6.6,3.348,3,0,11.741
7408,6.6,3.348,3,0,11.744
7410,6.6,3.348,3,0,11.748
7412,6.6,3.348,3,0,11.752
7414,6.6,3.348,3,0,11.755
7416,6.6,3.348,3,0,11.759
7418,6.6,3.348,3,0,11.763
7420,6.6,3.348,3,0,11.766
7422,6.6,3.348,3,0,11.770
7424,6.6,3.348,3,0,11.774
7426,6.6,3.348,3,0,11.777
7428,6.6,3.348,3,0,11.781
7430,6.6,3.348,3,0,11.785
7432,6.6,3.348,3,0,11.788
7434,6.6,3.348,3,0,11.792
7436,6.6,3.348,3,0,11.796
7438,6.6,3.348,3,0,11.799
7440,6.6,3.348,3,0,11.803
7442,6.6,3.348,3,0,11.807
7444,6.6,3.348,3,0,11.810
7446,6.6,3.348,3,0,11.814
7448,6.6,3.347,3,0,11.818
7450,6.6,3.348,3,0,11.821
7452,6.6,3.348,3,0,11.825
7454,6.6,3.348,3,0,11.829
7456,6.6,3.348,3,0,11.832
7458,6.6,3.348,3,0,11.836
7460,6.6,3.348,3,0,11.840
7462,6.6,3.348,3,0,11.843
7464,6.6,3.347,3,0,11.847
7466,6.6,3.348,3,0,11.851
7468,6.6,3.348,3,0,11.854
7470,6.6,3.348,3,0,11.858
7472,6.6,3.348,3,0,11.862
7474,6.6,3.348,3,0,11.865
7476,6.6,3.348,3,0,11.869
7478,6.6,3.348,3,0,11.873
7480,6.6,3.348,3,0,11.876
7482,6.6,3.348,3,0,11.880
7484,6.6,3.348,3,0,11.884
7486,6.6,3.348,3,0,11.887
7488,6.6,3.348,3,0,11.891
7490,6.6,3.348,3,0,11.895
7492,6.6,3.348,3,0,11.898
7494,6.6,3.348,3,0,11.902
7496,6.6,3.348,3,0,11.906
7498,6.6,3.348,3,0,11.909
7500,6.6,3.348,3,0,11.913
7502,6.6,3.348,3,0,11.917
7504,6.6,3.348,3,0,11.920
7505,6.6,3.348,3,0,11.922
7508,6.6,3.348,3,0,11.928
7510,6.6,3.348,3,0,11.931
7512,6.6,3.348,3,0,11.935
7514,6.6,3.348,3,0,11.939
7516,6.6,3.348,3,0,11.942
7518,6.6,3.348,3,0,11.946
7520,6.6,3.348,3,0,11.950
7522,6.6,3.348,3,0,11.953
7524,6.6,3.348,3,0,11.957
7526,6.6,3.348,3,0,11.961
7528,6.6,3.348,3,0,11.964
7530,6.6,3.348,3,0,11.968
7531,6.6,3.348,3,0,11.970
7534,6.6,3.348,3,0,11.975
7536,6.6,3.348,3,0,11.979
7538,6.6,3.348,3,0,11.983
7540,6.6,3.348,3,0,11.986
7542,6.6,3.348,3,0,11.990
7544,6.6,3.348,3,0,11.994
7546,6.6,3.348,3,0,11.997
7548,6.6,3.348,3,0,12.001
7550,6.6,3.348,3,0,12.005
7552,6.6,3.348,3,0,12.008
7554,6.6,3.348,3,0,12.012
7556,6.6,3.348,3,0,12.016
7558,6.6,3.348,3,0,12.019
7560,6.6,3.348,3,0,12.023
7562,6.6,3.348,3,0,12.027
7564,6.6,3.348,3,0,12.030
7566,6.6,3.348,3,0,12.034
7568,6.6,3.348,3,0,12.038
7570,6.6,3.348,3,0,12.041
7572,6.6,3.348,3,0,12.045
7574,6.6,3.348,3,0,12.049
7576,6.6,3.348,3,0,12.052
7578,6.6,3.348,3,0,12.056
7580,6.6,3.348,3,0,12.060
7582,6.6,3.348,3,0,12.063
7584,6.6,3.348,3,0,12.067
7586,6.6,3.348,3,0,12.071
7588,6.6,3.348,3,0,12.074
7590,6.6,3.348,3,0,12.078
7592,6.6,3.348,3,0,12.082
7594,6.6,3.348,3,0,12.085
7596,6.6,3.348,3,0,12.089
7598,6.6,3.348,3,0,12.093
7600,6.6,3.348,3,0,12.096
7602,6.6,3.348,3,0,12.100
7603,6.6,3.348,3,0,12.102
7606,6.6,3.348,3,0,12.107
7607,6.6,3.348,3,0,12.109
7610,6.6,3.348,3,0,12.115
7612,6.6,3.348,3,0,12.118
7614,6.6,3.348,3,0,12.122
7616,6.6,3.348,3,0,12.126
7618,6.6,3.348,3,0,12.129
7619,6.6,3.348,3,0,12.131
7622,6.6,3.348,3,0,12.137
7623,6.6,3.348,3,0,12.138
7626,6.6,3.348,3,0,12.144
7627,6.6,3.348,3,0,12.146
7630,6.6,3.348,3,0,12.151
7631,6.6,3.348,3,0,12.153
7634,6.6,3.348,3,0,12.159
7635,6.6,3.348,3,0,12.160
7638,6.6,3.348,3,0,12.166
7640,6.6,3.348,3,0,12.170
7642,6.6,3.348,3,0,12.173
7643,6.6,3.348,3,0,12.175
7646,6.6,3.348,3,0,12.181
7648,6.6,3.348,3,0,12.184
7650,6.6,3.348,3,0,12.188
7652,6.6,3.348,3,0,12.192
7654,6.6,3.348,3,0,12.195
7656,6.6,3.348,3,0,12.199
7658,6.6,3.348,3,0,12.203
7660,6.6,3.348,3,0,12.206
7662,6.6,3.348,3,0,12.210
7664,6.6,3.348,3,0,12.214
7666,6.6,3.348,3,0,12.217
7667,6.6,3.348,3,0,12.219
7670,6.6,3.348,3,0,12.225
7672,6.6,3.348,3,0,12.228
7674,6.6,3.348,3,0,12.232
7675,6.6,3.348,3,0,12.234
7678,6.6,3.348,3,0,12.239
7680,6.6,3.348,3,0,12.243
7682,6.6,3.348,3,0,12.247
7684,6.6,3.348,3,0,12.250
7685,6.6,3.348,3,0,12.252
7688,6.6,3.348,3,0,12.258
7689,6.6,3.348,3,0,12.259
7692,6.6,3.348,3,0,12.265
7693,6.6,3.348,3,0,12.267
7696,6.6,3.348,3,0,12.272
7698,6.6,3.348,3,0,12.276
7699,6.6,3.348,3,0,12.278
7702,6.6,3.348,3,0,12.283
7704,6.6,3.348,3,0,12.287
7705,6.6,3.348,3,0,12.289
7708,6.6,3.348,3,0,12.294
7709,6.6,3.348,3,0,12.296
7712,6.6,3.348,3,0,12.302
7713,6.6,3.348,3,0,12.303
7716,6.6,3.348,3,0,12.309
7717,6.6,3.348,3,0,12.311
7720,6.6,3.348,3,0,12.316
7721,6.6,3.348,3,0,12.318
7724,6.6,3.348,3,0,12.324
7726,6.6,3.348,3,0,12.327
7728,6.6,3.348,3,0,12.331
7729,6.6,3.348,3,0,12.333
7732,6.6,3.348,3,0,12.338
7734,6.6,3.348,3,0,12.342
7735,6.6,3.348,3,0,12.344
7738,6.6,3.348,3,0,12.349
7740,6.6,3.348,3,0,12.353
7742,6.6,3.348,3,0,12.357
7744,6.6,3.348,3,0,12.360
7745,6.6,3.348,3,0,12.362
7747,6.6,3.348,3,0,12.366
7750,6.6,3.348,3,0,12.371
7751,6.6,3.348,3,0,12.373
7754,6.6,3.348,3,0,12.379
7755,6.6,3.348,3,0,12.380
7758,6.6,3.348,3,0,12.386
7760,6.6,3.348,3,0,12.390
7762,6.6,3.348,3,0,12.393
7764,6.6,3.348,3,0,12.397
7765,6.6,3.348,3,0,12.399
7768,6.6,3.348,3,0,12.404
7769,6.6,3.348,3,0,12.406
7772,6.6,3.348,3,0,12.412
7773,6.6,3.348,3,0,12.413
7775,6.6,3.348,3,0,12.417
7777,6.6,3.348,3,0,12.421
7780,6.6,3.348,3,0,12.426
7781,6.6,3.348,3,0,12.428
7784,6.6,3.348,3,0,12.434
7786,6.6,3.348,3,0,12.437
7787,6.6,3.348,3,0,12.439
7790,6.6,3.348,3,0,12.445
7791,6.6,3.348,3,0,12.446
7794,6.6,3.348,3,0,12.452
7795,6.6,3.348,3,0,12.454
7798,6.6,3.348,3,0,12.459
7799,6.6,3.348,3,0,12.461
7801,6.6,3.348,3,0,12.465
7804,6.6,3.348,3,0,12.470
7805,6.6,3.348,3,0,12.472
7808,6.6,3.348,3,0,12.478
7809,6.6,3.348,3,0,12.479
7812,6.6,3.348,3,0,12.485
7813,6.6,3.348,3,0,12.487
7816,6.6,3.348,3,0,12.492
7818,6.6,3.348,3,0,12.496
7819,6.6,3.348,3,0,12.498
7822,6.6,3.348,3,0,12.503
7823,6.6,3.348,3,0,12.505
7826,6.6,3.348,3,0,12.511
7827,6.6,3.348,3,0,12.512
7830,6.6,3.348,3,0,12.518
7831,6.6,3.348,3,0,12.520
7833,6.6,3.348,3,0,12.523
7836,6.6,3.348,3,0,12.529
7837,6.6,3.348,3,0,12.531
7840,6.6,3.348,3,0,12.536
7841,6.6,3.348,3,0,12.538
7844,6.6,3.348,3,0,12.544
7845,6.6,3.348,3,0,12.545
7848,6.6,3.348,3,0,12.551
7850,6.6,3.348,3,0,12.555
7851,6.6,3.348,3,0,12.556
7854,6.6,3.348,3,0,12.562
7855,6.6,3.348,3,0,12.564
7858,6.6,3.348,3,0,12.569
7860,6.6,3.348,3,0,12.573
7862,6.6,3.348,3,0,12.577
7863,6.6,3.348,3,0,12.578
7866,6.6,3.348,3,0,12.584
7867,6.6,3.348,3,0,12.586
7870,6.6,3.348,3,0,12.591
7872,6.6,3.348,3,0,12.595
7873,6.6,3.348,3,0,12.597
7875,6.6,3.348,3,0,12.600
7878,6.6,3.348,3,0,12.606
7880,6.6,3.348,3,0,12.610
7881,6.6,3.348,3,0,12.611
7884,6.6,3.348,3,0,12.617
7885,6.6,3.348,3,0,12.619
7888,6.6,3.348,3,0,12.624
7889,6.6,3.348,3,0,12.626
7892,6.6,3.348,3,0,12.632
7894,6.6,3.348,3,0,12.635
7895,6.6,3.348,3,0,12.637
7897,6.6,3.348,3,0,12.641
7899,6.6,3.348,3,0,12.644
7901,6.6,3.348,3,0,12.648
7904,6.6,3.348,3,0,12.654
7905,6.6,3.348,3,0,12.655
7908,6.6,3.348,3,0,12.661
7909,6.6,3.348,3,0,12.663
7912,6.6,3.348,3,0,12.668
7913,6.6,3.348,3,0,12.670
7915,6.6,3.348,3,0,12.674
7918,6.6,3.348,3,0,12.679
7920,6.6,3.348,3,0,12.683
7921,6.6,3.348,3,0,12.685
7924,6.6,3.348,3,0,12.690
7926,6.6,3.348,3,0,12.694
7928,6.6,3.348,3,0,12.698
7929,6.6,3.348,3,0,12.699
7931,6.6,3.348,3,0,12.703
7933,6.6,3.348,3,0,12.707
7935,6.6,3.348,3,0,12.710
7937,6.6,3.348,3,0,12.714
7939,6.6,3.348,3,0,12.718
7942,6.6,3.348,3,0,12.723
7943,6.6,3.348,3,0,12.725
7945,6.6,3.348,3,0,12.729
7947,6.6,3.348,3,0,12.732
7949,6.6,3.348,3,0,12.736
7951,6.6,3.348,3,0,12.740
7954,6.6,3.348,3,0,12.745
7955,6.6,3.348,3,0,12.747
7958,6.6,3.348,3,0,12.753
7959,6.6,3.348,3,0,12.754
7962,6.6,3.348,3,0,12.760
7963,6.6,3.348,3,0,12.762
7966,6.6,3.348,3,0,12.767
7968,6.6,3.348,3,0,12.771
7969,6.6,3.348,3,0,12.773
7972,6.6,3.348,3,0,12.778
7973,6.6,3.348,3,0,12.780
7975,6.6,3.348,3,0,12.784
7978,6.6,3.348,3,0,12.789
7979,6.6,3.348,3,0,12.791
7981,6.6,3.348,3,0,12.795
7983,6.6,3.348,3,0,12.798
7986,6.6,3.348,3,0,12.804
7987,6.6,3.348,3,0,12.806
7990,6.6,3.348,3,0,12.811
7991,6.6,3.348,3,0,12.813
7993,6.6,3.348,3,0,12.817
7995,6.6,3.348,3,0,12.820
7997,6.6,3.348,3,0,12.824
8000,6.6,3.348,3,0,12.830
8001,6.6,3.348,3,0,12.831
8004,6.6,3.348,3,0,12.837
8005,6.6,3.348,3,0,12.839
8008,6.6,3.348,3,0,12.844
8009,6.6,3.348,3,0,12.846
8012,6.6,3.348,3,0,12.852
8013,6.6,3.348,3,0,12.853
8016,6.6,3.348,3,0,12.859
8017,6.6,3.348,3,0,12.861
8019,6.6,3.348,3,0,12.864
8022,6.6,3.348,3,0,12.870
8023,6.6,3.348,3,0,12.872
8026,6.6,3.348,3,0,12.877
8028,6.6,3.348,3,0,12.881
8029,6.6,3.348,3,0,12.883
8031,6.6,3.348,3,0,12.886
8034,6.6,3.348,3,0,12.892
8035,6.6,3.348,3,0,12.894
8038,6.6,3.348,3,0,12.899
8039,6.6,3.348,3,0,12.901
8041,6.6,3.348,3,0,12.905
8043,6.6,3.348,3,0,12.908
8046,6.6,3.348,3,0,12.914
8047,6.6,3.348,3,0,12.916
8049,6.6,3.348,3,0,12.919
8052,6.6,3.348,3,0,12.925
8053,6.6,3.348,3,0,12.927
8055,6.6,3.348,3,0,12.930
8058,6.6,3.348,3,0,12.936
8059,6.6,3.348,3,0,12.938
